name,card_type,mana_cost,converted_cost,rules_text,rarity,latest_set,all_sets,legal_formats,power,toughness
Aerial Maneuver,Instant,"['1', 'White']",2,Target creature gets +1/+1 and gains flying and first strike until end of turn.,Common,Gatecrash,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Aerial Modification,Enchantment  — Aura,"['4', 'White']",5,"Enchant creature or VehicleAs long as enchanted permanent is a Vehicle, it's a creature in addition to its other types.Enchanted creature gets +2/+2 and has flying.",Uncommon,Jumpstart 2022,"['Aether Revolt (Uncommon)', 'Jumpstart 2022 (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",A,r
Aerial Predation,Instant,"['2', 'Green']",3,Destroy target creature with flying. You gain 2 life.,Common,Iconic Masters,"['Return to Ravnica (Common)', 'Iconic Masters (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Aerial Responder,"Creature  — Dwarf Soldier
                                (2/3)","['1', 'White', 'White']",3,"Flying, vigilance, lifelink",Uncommon,Kaladesh Remastered,"['Kaladesh (Uncommon)', 'Archenemy: Nicol Bolas (Uncommon)', 'Game Night (Uncommon)', 'Ikoria Commander (Uncommon)', 'Kaladesh Remastered (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",2,3
Aerial Surveyor,"Artifact  — Vehicle
                                (3/4)","['2', 'White']",3,"FlyingWhenever Aerial Surveyor attacks, if defending player controls more lands than you, search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.Crew 2",Rare,Kamigawa: Neon Dynasty Commander,1,"['Legacy', 'Vintage', 'Commander']",3,4
Aerial Toastmaster,"Artifact Creature  — Cyborg Rigger
                                (3/2)","['3', 'White']",4,"Flying3 White , Sacrifice another artifact: Aerial Toastmaster assembles a Contraption. <i>(Put the top card of your Contraption deck face up onto one of your sprockets.)</i>",Uncommon,Unstable,1,[],3,2
Aerial Volley,Instant,['Green'],1,"Aerial Volley deals 3 damage divided as you choose among one, two, or three target creatures with flying.",Common,Magic Origins,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Aerialephant,"Creature  — Elephant Performer
                                (3/2)","['3', 'White']",4,"FlyingWhen Aerialephant enters the battlefield, you get Ticket , then you may put a sticker on a nonland permanent you own.",Common,Unfinity,1,"['Legacy', 'Vintage', 'Commander', 'Pauper']",3,2
Aerie Bowmasters,"Creature  — Dog Archer
                                (3/4)","['2', 'Green', 'Green']",4,Reach <i>(This creature can block creatures with flying.)</i>Megamorph 5 Green  <i>(You may cast this card face down as a 2/2 creature for . Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)</i>,Common,Dragons of Tarkir,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",3,4
Aerie Mystics,"Creature  — Bird Wizard
                                (3/3)","['4', 'White']",5,Flying1 Green Blue : Creatures you control gain shroud until end of turn. <i>(They can't be the targets of spells or abilities.)</i>,Uncommon,Commander Anthology,"['Conflux (Uncommon)', 'Commander 2013 Edition (Uncommon)', 'Commander Anthology (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",3,3
Aerie Ouphes,"Creature  — Ouphe
                                (3/3)","['4', 'Green']",5,"Sacrifice Aerie Ouphes: It deals damage equal to its power to target creature with flying.Persist <i>(When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)</i>",Common,Eventide,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",3,3
Aerie Worshippers,"Creature  — Human Cleric
                                (2/4)","['3', 'Blue']",4,"<i>Inspired</i> — Whenever Aerie Worshippers becomes untapped, you may pay 2 Blue . If you do, create a 2/2 blue Bird enchantment creature token with flying.",Uncommon,Born of the Gods,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander']",2,4
Aeromoeba,"Creature  — Elemental Beast
                                (2/4)","['3', 'Blue']",4,FlyingDiscard a card: Switch Aeromoeba's power and toughness until end of turn.,Common,Modern Horizons 2,1,"['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",2,4
Aeromunculus,"Creature  — Homunculus Mutant
                                (2/3)","['1', 'Green', 'Blue']",3,"Flying2 Green Blue : Adapt 1. <i>(If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)</i>",Common,Ravnica Allegiance,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",2,3
Aeronaut Admiral,"Creature  — Human Pilot
                                (3/1)","['3', 'White']",4,FlyingVehicles you control have flying.,Uncommon,Kamigawa: Neon Dynasty Commander,"['Aether Revolt (Uncommon)', 'Kaladesh Remastered (Uncommon)', 'Kamigawa: Neon Dynasty Commander (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",3,1
Aeronaut Cavalry,"Creature  — Human Soldier
                                (3/4)","['4', 'White']",5,"FlyingWhen Aeronaut Cavalry enters the battlefield, put a +1/+1 counter on another target Soldier you control.",Common,The Brothers' War,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Alchemy', 'Explorer']",3,4
Aeronaut Tinkerer,"Creature  — Human Artificer
                                (2/3)","['2', 'Blue']",3,Aeronaut Tinkerer has flying as long as you control an artifact. <i>(It can't be blocked except by creatures with flying or reach.)</i>,Common,Jumpstart 2022,"['Magic 2015 Core Set (Common)', 'Jumpstart 2022 (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",2,3
Aeronaut's Wings,Artifact  — Equipment,['2'],2,Equipped creature gets +1/+0 and has flying.Equip 2  <i>(: Attach to target creature you control. Equip only as a sorcery.)</i>,Common,The Brothers' War,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Alchemy', 'Explorer']",m,n
"Aesi, Tyrant of Gyre Strait","Legendary Creature  — Serpent
                                (5/5)","['4', 'Green', 'Blue']",6,"You may play an additional land on each of your turns.<i>Landfall</i> — Whenever a land enters the battlefield under your control, you may draw a card.",Mythic Rare,Commander Legends,1,"['Legacy', 'Vintage', 'Commander']",5,5
Aesthetic Consultation,Instant,['Black'],1,"Choose an artist. Exile the top six cards of your library, then reveal cards from the top of your library until you reveal a card with art by the chosen artist. Put that card in your hand and exile all other cards revealed this way.",Rare,Unhinged,1,[],t,n
Aesthir Glider,"Artifact Creature  — Bird Construct
                                (2/1)",['3'],3,FlyingAesthir Glider can't block.,Common,Dominaria,"['Alliances (Common)', 'Masters Edition IV (Common)', 'Dominaria (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",2,1
Æther Adept (Aether Adept),"Creature  — Human Wizard
                                (2/2)","['1', 'Blue', 'Blue']",3,"When Aether Adept enters the battlefield, return target creature to its owner's hand.",Common,Duel Decks: Jace vs. Vraska,"['Magic 2011 (Common)', 'Magic 2012 (Common)', 'Duel Decks: Jace vs. Vraska (Common)']","['Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",2,2
Æther Barrier (Aether Barrier),Enchantment,"['2', 'Blue']",3,"Whenever a player casts a creature spell, that player sacrifices a permanent unless they pay 1 .",Rare,Nemesis,1,"['Legacy', 'Vintage', 'Commander']",m,n
Æther Burst (Aether Burst),Instant,"['1', 'Blue']",2,"Return up to X target creatures to their owners' hands, where X is one plus the number of cards named Aether Burst in all graveyards as you cast this spell.",Common,Odyssey,1,"['Legacy', 'Vintage', 'Commander', 'Pauper']",t,n
Aether Channeler,"Creature  — Human Wizard
                                (2/1)","['2', 'Blue']",3,"When Aether Channeler enters the battlefield, choose one —• Create a 1/1 white Bird creature token with flying.• Return another target nonland permanent to its owner's hand.• Draw a card.",Rare,Dominaria United,1,"['Standard', 'Brawl', 'Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Alchemy', 'Explorer']",2,1
Æther Charge (Aether Charge),Enchantment,"['4', 'Red']",5,"Whenever a Beast enters the battlefield under your control, you may have it deal 4 damage to target opponent or planeswalker.",Uncommon,Onslaught,1,"['Legacy', 'Vintage', 'Commander']",m,n
Aether Chaser,"Creature  — Human Artificer
                                (2/1)","['1', 'Red']",2,"First strikeWhen Aether Chaser enters the battlefield, you get Energy Energy  <i>(two energy counters)</i>.Whenever Aether Chaser attacks, you may pay Energy Energy . If you do, create a 1/1 colorless Servo artifact creature token.",Common,Kaladesh Remastered,"['Aether Revolt (Common)', 'Kaladesh Remastered (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",2,1
Æther Figment (Aether Figment),"Creature  — Illusion
                                (1/1)","['1', 'Blue']",2,"Kicker 3  <i>(You may pay an additional  as you cast this spell.)</i>Aether Figment can't be blocked.If Aether Figment was kicked, it enters the battlefield with two +1/+1 counters on it.",Uncommon,Duel Decks: Jace vs. Vraska,"['Zendikar (Uncommon)', 'Duel Decks: Jace vs. Vraska (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",1,1
Æther Flash (Aether Flash),Enchantment,"['2', 'Red', 'Red']",4,"Whenever a creature enters the battlefield, Aether Flash deals 2 damage to it.",Uncommon,Weatherlight,"['Classic Sixth Edition (Uncommon)', 'Seventh Edition (Uncommon)', 'Weatherlight (Uncommon)']","['Legacy', 'Vintage', 'Commander']",m,n
Aether Gale,Sorcery,"['3', 'Blue', 'Blue']",5,Return six target nonland permanents to their owners' hands.,Rare,Commander Legends: Battle for Baldur's Gate,"['Commander 2014 (Rare)', 'Explorers of Ixalan (Rare)', 'Commander 2018 (Rare)', 'Commander 2021 (Rare)', ""Commander Legends: Battle for Baldur's Gate (Rare)""]","['Legacy', 'Vintage', 'Commander']",c,r
Aether Gust,Instant,"['1', 'Blue']",2,Choose target spell or permanent that's red or green. Its owner puts it on the top or bottom of their library.,Uncommon,Core Set 2020,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",t,n
Aether Helix,Sorcery,"['3', 'Green', 'Blue']",5,Return target permanent to its owner's hand. Return target permanent card from your graveyard to your hand.,Uncommon,Strixhaven: School of Mages,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",c,r
Aether Herder,"Creature  — Elf Artificer Druid
                                (3/3)","['3', 'Green']",4,"When Aether Herder enters the battlefield, you get Energy Energy  <i>(two energy counters)</i>.Whenever Aether Herder attacks, you may pay Energy Energy . If you do, create a 1/1 colorless Servo artifact creature token.",Common,Aether Revolt,1,"['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper']",3,3
Aether Hub,Land,[],0,"When Aether Hub enters the battlefield, you get Energy  <i>(an energy counter)</i>.Tap : Add Colorless .Tap , Pay Energy : Add one mana of any color.",Uncommon,Kaladesh Remastered,"['Kaladesh (Uncommon)', 'Kaladesh Remastered (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",L,n
Aether Inspector,"Creature  — Dwarf Artificer
                                (2/3)","['3', 'White']",4,"VigilanceWhen Aether Inspector enters the battlefield, you get Energy Energy  <i>(two energy counters)</i>.Whenever Aether Inspector attacks, you may pay Energy Energy . If you do, create a 1/1 colorless Servo artifact creature token.",Common,Kaladesh Remastered,"['Aether Revolt (Common)', 'Kaladesh Remastered (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",2,3
Aether Meltdown,Enchantment  — Aura,"['1', 'Blue']",2,"Flash <i>(You may cast this spell any time you could cast an instant.)</i>Enchant creature or VehicleWhen Aether Meltdown enters the battlefield, you get Energy Energy  <i>(two energy counters)</i>.Enchanted creature gets -4/-0.",Uncommon,Kaladesh Remastered,"['Kaladesh (Uncommon)', 'Kaladesh Remastered (Uncommon)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Historic', 'Explorer']",A,r
Æther Membrane (Aether Membrane),"Creature  — Wall
                                (0/5)","['1', 'Red', 'Red']",3,"Defender; reach <i>(This creature can block creatures with flying.)</i>Whenever Aether Membrane blocks a creature, return that creature to its owner's hand at end of combat.",Uncommon,Duel Decks: Venser vs. Koth,"['Planar Chaos (Uncommon)', 'Duel Decks: Venser vs. Koth (Uncommon)']","['Modern', 'Legacy', 'Vintage', 'Commander']",0,5
Æther Mutation (Aether Mutation),Sorcery,"['3', 'Green', 'Blue']",5,"Return target creature to its owner's hand. Create X 1/1 green Saproling creature tokens, where X is that creature's mana value.",Uncommon,Vintage Masters,"['Apocalypse (Uncommon)', 'Vintage Masters (Uncommon)']","['Legacy', 'Vintage', 'Commander']",c,r
Aether Poisoner,"Creature  — Human Artificer
                                (1/1)","['1', 'Black']",2,"Deathtouch <i>(Any amount of damage this deals to a creature is enough to destroy it.)</i>When Aether Poisoner enters the battlefield, you get Energy Energy  <i>(two energy counters)</i>.Whenever Aether Poisoner attacks, you may pay Energy Energy . If you do, create a 1/1 colorless Servo artifact creature token.",Common,Kaladesh Remastered,"['Aether Revolt (Common)', 'Kaladesh Remastered (Common)']","['Pioneer', 'Modern', 'Legacy', 'Vintage', 'Commander', 'Pauper', 'Historic', 'Explorer']",1,1
Æther Rift (Aether Rift),Enchantment,"['1', 'Red', 'Green']",3,"At the beginning of your upkeep, discard a card at random. If you discard a creature card this way, return it from your graveyard to the battlefield unless any player pays 5 life.",Rare,Invasion,1,"['Legacy', 'Vintage', 'Commander']",m,n
Æther Searcher (Aether Searcher),"Artifact Creature  — Construct
                                (6/4)",['7'],7,"Reveal Aether Searcher as you draft it. Reveal the next card you draft and note its name. When Aether Searcher enters the battlefield, you may search your hand and/or library for a card with a name noted as you drafted cards named Aether Searcher. You may cast it without paying its mana cost. If you searched your library this way, shuffle.",Rare,Magic: The Gathering—Conspiracy,1,"['Legacy', 'Vintage', 'Commander']",6,4
